article_id,parameter_type,parameter_from_figure,parameter_value,parameter_lower_bound,parameter_upper_bound,inverse_param,parameter_unit,parameter_value_type,method_from_supplement,parameter_statistical,parameter_uncertainty_singe_type,parameter_uncertainty_single_value,parameter_uncertainty_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,distribution_type,distribution_par1_value,parameter_paired,parameter_type_2,parameter_value_2,parameter_range_low_2,parameter_range_upper_2,parameter_inverse_2,parameter_unit_2,parameter_value_type_2,parameter_supplement_2,parameter_statistical_2,parameter_unc_single_type_2,parameter_unc_single_value_2,parameter_unc_pair_type_2,parameter_unc_pair_value_low_2,parameter_unc_pair_value_up_2,distribution_par2_type,distribution_par2_value,genome_site,genomic_sequence_available,method_r,r_pathway,parameter_hd_from,other_delay_start,parameter_hd_to,other_delay_end,cfr_ifr_numerator,cfr_ifr_denominator,cfr_ifr_method,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,method_disaggregated,method_disaggregated_by,method_disaggregated_only,parameter_context_human,parameter_context_nonhuman,parameter_context_genotype,population_sex,population_sample_size,parameter_context_sample_type,population_sample_type,population_group,population_age_min,population_age_max,population_country,population_location,data_available ,parameter_notes,exponent,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,parameter_data_id,id
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,10,Blood,Community based,Persons with symptoms,0,NA,Brazil,Santarem,NA,Table 3,0,19,2,1975,NA,4,1975,45,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,3,Blood,Community based,Persons with symptoms,0,NA,Brazil,Terra Preta,NA,Table 3,0,19,2,1975,NA,4,1975,46,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Persons with symptoms,0,NA,Brazil,Pinta Cuia,NA,Table 3,0,19,2,1975,NA,4,1975,47,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,109,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,109,Blood,Community based,Mixed groups,0,NA,Brazil,Mojui dos Santos,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,48,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,15,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,15,Blood,Community based,Mixed groups,0,NA,Brazil,Palhal,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,49,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Mixed groups,0,NA,Brazil,Tracua,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,50,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Mixed groups,0,NA,Brazil,Paxiubinha,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,51,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,4,Blood,Community based,Mixed groups,0,NA,Brazil,S. Raimunod do Moju,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,52,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Mixed groups,0,NA,Brazil,Jacamim,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,53,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Mixed groups,0,NA,Brazil,Mararu,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,54,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Mixed groups,0,NA,Brazil,Paxiuba,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,55,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Mixed groups,0,NA,Brazil,Vila Nova,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,56,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,8,Blood,Community based,Mixed groups,0,NA,Brazil,S. Jorge,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,57,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Mixed groups,0,NA,Brazil,Colonia Santa Cruz,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,58,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Mixed groups,0,NA,Brazil,Igarape da Lama,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,59,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Mixed groups,0,NA,Brazil,Estrada Mojui dos caboclos,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,60,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Mixed groups,0,NA,Brazil,Vila Courante,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,61,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Mixed groups,0,NA,Brazil,Acaizal,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,62,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Mixed groups,0,NA,Brazil,Carrapichal,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,63,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,9,Blood,Community based,Mixed groups,0,NA,Brazil,Santarem,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,64,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,3,Blood,Community based,Mixed groups,0,NA,Brazil,Terra Preta,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,65,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Mixed groups,0,NA,Brazil,Pinta Cuia,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,66,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,167,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,167,Blood,Community based,Mixed groups,0,NA,Brazil,Para state,NA,Mixed groups' -  cases with negative attempted virus isolation (of those febrile). Table 3,0,19,2,1975,NA,4,1975,67,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,wild marsupials,NA,Unspecified,115,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,68,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,1.2,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,wild rodents,NA,,80,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,69,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,wild primates,NA,,15,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,70,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,wild edentates,NA,,51,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,71,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,wild carnivores,NA,,6,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,72,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,wild bats,NA,,94,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,73,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,wild reptiles,NA,,5,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,74,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,4.9,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,wild birds,NA,,681,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,19 different bird species,0,NA,NA,1975,NA,NA,1975,75,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,domestic rodents,NA,,80,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,76,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,domestic dogs,NA,,110,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,77,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,domestic cats,NA,,2,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,78,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,domestic pigs,NA,,49,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,79,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,5.5,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,domestic chickens,NA,,197,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,80,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,domestic ducks,NA,,8,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,81,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,domestic turkeys,NA,,1,Blood,Non-human,Non-human,NA,NA,Brazil,Mojui dos Campos; Para State,NA,NA,0,NA,NA,1975,NA,NA,1975,82,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - Unspecified,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,Biting Midges (Culicoides),NA,Unspecified,112,NA,Community based,Children,4,18,Brazil,MojuÃ­ dos Campos,NA,". Two strainsof Oropouche virus were isolated from 653 pools (15,000 flies) of Culicoidesinoculated into mice",0,NA,2,1975,NA,NA,NA,795d5a08-5060-4275-92c4-c5c35fb0ec69,6b52adbf-5fbd-4ade-9abe-a84903653fa5
32,Seroprevalence - HAI/HI,FALSE,0,NA,NA,FALSE,NA,Unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,NA,NA,NA,NA,NA,NA,No,No,NA,Not human,Galician capuchin monkeys (Cebus flavius),NA,Unspecified,31,NA,Non-human,Non-human,NA,NA,Brazil,Santa Rita Municipality; Paraiba,Yes - as an attachment,NA,0,NA,8,2009,NA,9,2010,729c781d-8819-4ad7-ab3e-77de0ddc9593,39e4568a-fbfb-44f5-aa2d-c5e57b57e04a
32,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,NA,Unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not human,Capuchin monkeys (Cebus libidinosus),NA,Both,100,NA,Non-human,Non-human,NA,NA,Brazil,MaceiÃ³ (AL); Recife (PE); Teresina (PI); Cabedelo (PB),Unspecified,Table 1. Captive primates,0,NA,3,2008,NA,10,2010,55a6dffe-fb2b-4b7f-b4c3-364b0022b0df,39e4568a-fbfb-44f5-aa2d-c5e57b57e04a
32,Seroprevalence - HAI/HI,FALSE,NA,NA,NA,FALSE,Unspecified,Central - unspecified,NA,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46,NA,NA,NA,NA,NA,NA,No,No,NA,Not human,Capuchin monkeys (Cebus libidinosus),NA,Unspecified,46,NA,Non-human,Non-human,NA,NA,Brazil,Centers for Wild Animals (CETAS); Maceio; Natal; Recife; Teresina; Cabedelo,Unspecified,"""Among the 46 positive samples, reactions were observed monotypic in 15 samples (32.6%), four of which for ILHV, six for MAYV, one for SLEV, two for ROCV, one for OROV and one for MUCV (Table 2)."" Captive primates.",0,NA,3,2008,NA,10,2010,eba9a320-06a7-4a33-a91d-b1e8361a38af,39e4568a-fbfb-44f5-aa2d-c5e57b57e04a
76,Seroprevalence - HAI/HI,FALSE,6.2,NA,NA,FALSE,Percentage (%),Central - unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,NA,NA,NA,NA,NA,NA,Yes,NA,Region,Not human,Sapajus spp. and Alouatta caraya,NA,Both,16,serum,Non-human,Non-human,NA,NA,Brazil,Mato Grosso do Sol,Unspecified,NA,0,NA,NA,2013,NA,NA,2013,b1f2d20e-4889-4285-9991-ebf88de7686f,c775c7e4-d11a-4346-b0d8-bd70cf467f93
