id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,parameter_class,ebola_variant,other_delay,delay_short,delay_start,other_rf_outcome,attack_rate_type,survey_start_date,survey_end_date,survey_date,parameter_bounds,comb_uncertainty_type,comb_uncertainty,article_qa_score,outbreak,ebola_species
4a5deeef35b43c21506315aae9a00f65,7e46c4ab90ca15bd8f3c86026fcb0153,2869,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Funeral;Non-household contact,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,100,Unspecified,Unspecified
2f01e1c13e26552ccfc8debe766a2e38,b47662f99c6327d8c83ad4bf8db01034,2876,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,NA,Both,Hospital based,Persons under investigation,NA,NA,288,Sierra Leone,Freetown,NA,Oct,2014,NA,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,Oct 2014,Mar 2015,Oct 2014 - Mar 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
2f01e1c13e26552ccfc8debe766a2e38,d8d986b1fce50a320ca6c4ed6bee6dbd,2876,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Sex,NA,Not significant,NA,Both,Hospital based,Persons under investigation,NA,NA,288,Sierra Leone,Freetown,NA,Oct,2014,NA,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA,NA,Other,NA,NA,Oct 2014,Mar 2015,Oct 2014 - Mar 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
2f01e1c13e26552ccfc8debe766a2e38,c267a99da8e5f55d89ef7d39574f443a,2876,Ebola virus,Severity - case fatality rate (CFR),73.13,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,98,134,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Adjusted,NA,Sex,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,288,Sierra Leone,Freetown,NA,Oct,2014,NA,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,Oct 2014,Mar 2015,Oct 2014 - Mar 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
8d309ae3f8bbc3052f52820f6d70b208,a8340d44dd496641709e5c7d3e852c0a,2882,Ebola virus,Reproduction number (Basic R0),2.49,0,NA,NA,NA,Unspecified,NA,NA,2.38,2.6,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Next generation matrix,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,NA,NA,NA,Liberia,Montserrado county,14,Jun,2014,15,Dec,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,14 Jun 2014,15 Dec 2014,14 Jun 2014 - 15 Dec 2014,NA,95% CI,2.38 - 2.6,85.71428571428571,West Africa 2013-2016,Zaire
4387fe890d0882a365af877098a158dc,b59c24f712eb9c8aefbecf985175f893,2896,Ebola virus,Seroprevalence - Unspecified,42,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,"Age, Occupation, Other, Region, Sex",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,General population,NA,NA,382,Liberia,Bong County,15,Sep,2014,4,Jan,2015,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,15 Sep 2014,4 Jan 2015,15 Sep 2014 - 4 Jan 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
4387fe890d0882a365af877098a158dc,d29ad658dc5c6aeac599597bdfc5e2a3,2896,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Other,Unspecified,Significant,Adjusted,Both,Hospital based,General population,NA,NA,382,Liberia,Bong County,15,Sep,2014,4,Jan,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,15 Sep 2014,4 Jan 2015,15 Sep 2014 - 4 Jan 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
ba6901bbae93ee2e04f525acb0ef32b2,6679f6c716183ebfb73b96d875b0313f,2941,Ebola virus,Human delay - infectious period,7,0,Days,NA,NA,Mean,0.5,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,291,DRC,NA,1,Mar,1995,16,Jul,1995,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA,Infectious period,Infection process,NA,NA,1 Mar 1995,16 Jul 1995,1 Mar 1995 - 16 Jul 1995,NA,Standard Deviation,0.5,100,"DRC, 1995",Zaire
ba6901bbae93ee2e04f525acb0ef32b2,7d1fd068aea58b46ea8a98e499f32714,2941,Ebola virus,Reproduction number (Basic R0),1.4,0,No units,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,291,DRC,NA,1,Mar,1995,16,Jul,1995,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,1 Mar 1995,16 Jul 1995,1 Mar 1995 - 16 Jul 1995,NA,NA,NA,100,"DRC, 1995",Zaire
ba6901bbae93ee2e04f525acb0ef32b2,9db802321d1183d74bdf0f783003f348,2941,Ebola virus,Human delay - incubation period,10,0,Days,NA,NA,Mean,1,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,291,DRC,NA,1,Mar,1995,16,Jul,1995,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA,Incubation period,Infection process,NA,NA,1 Mar 1995,16 Jul 1995,1 Mar 1995 - 16 Jul 1995,NA,Standard Deviation,1,100,"DRC, 1995",Zaire
6023b04fac88966067db8b62242f9456,828d4e668400c6f752bc00cd95ad2f77,2947,Ebola virus,Severity - case fatality rate (CFR),81,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Community based,Persons under investigation,NA,NA,291,DRC,Kikwit,NA,NA,1995,NA,NA,1995,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,1995,1995,1995,NA,NA,NA,100,"DRC, 1995",Zaire
6023b04fac88966067db8b62242f9456,e859b27ccc44d21b17cf1f406d95c8f8,2947,Ebola virus,Severity - case fatality rate (CFR),53,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Community based,General population,NA,NA,418,Uganda,NA,NA,NA,2000,NA,NA,2000,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,2000,2000,2000,NA,NA,NA,100,"Uganda, 2000-2001",Sudan
6023b04fac88966067db8b62242f9456,635742b8800361f9f2cfa76c0770891b,2947,Ebola virus,Reproduction number (Basic R0),2.7,0,No units,NA,NA,Mean,NA,NA,2.5,4.1,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Community based,General population,NA,NA,418,Uganda,Gulu,NA,NA,2000,NA,NA,2000,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,2000,2000,2000,NA,95% CI,2.5 - 4.1,100,"Uganda, 2000-2001",Sudan
6023b04fac88966067db8b62242f9456,a26ca3f9f265aaf2460be723a851c991,2947,Ebola virus,Reproduction number (Basic R0),2.7,0,No units,NA,NA,Mean,NA,NA,1.9,2.8,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Community based,General population,NA,NA,291,DRC,Kikwit,NA,NA,1995,NA,NA,1995,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,1995,1995,1995,NA,95% CI,1.9 - 2.8,100,"DRC, 1995",Zaire
02b8ef187f5aae68c2f84799cbb9a0b4,943409bbff03a86da54c21614d982355,2990,Ebola virus,Seroprevalence - IgG,1.2,0,Percentage (%),0,2.2,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,"Region, Sex",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,10,79,1147,Gabon,"Lastoursville, Makokou, Matadi-Ngouassa, Moukoro, Doussleoussou, Doussala",NA,NA,1981,NA,NA,1997,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Unspecified,NA,NA,Other,NA,NA,1981,1997,1981 - 1997,0 - 2.2,NA,NA,100,Unspecified,Unspecified
c08c33472f420e14116e8e55555e69ef,373487f3a2c1bbce2c63695dd854c531,3046,Ebola virus,Mutations – mutation rate,91.7,-5,Substitutions/site/year,NA,NA,Unspecified,5.23,Other,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,1,67,25,Liberia,NA,NA,Sep,2014,NA,Feb,2015,Whole genome,TRUE,NA,NA,FALSE,FALSE,Mutations,Unspecified,NA,NA,Other,NA,NA,Sep 2014,Feb 2015,Sep 2014 - Feb 2015,NA,Other,5.23,28.57142857142857,West Africa 2013-2016,Zaire
c08c33472f420e14116e8e55555e69ef,3c68237a54aad6d0488a26201f68aa50,3046,Ebola virus,Mutations – mutation rate,NA,-4,Substitutions/site/year,9.44,15.67,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,1,67,25,Liberia,NA,NA,Sep,2014,NA,Feb,2015,Whole genome,TRUE,NA,NA,FALSE,FALSE,Mutations,Unspecified,NA,NA,Other,NA,NA,Sep 2014,Feb 2015,Sep 2014 - Feb 2015,9.44 - 15.67,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
55c68759aa6fc0cc7a29a07b3b979f01,3e4ccb15389d6b2634a4da8a24ad05d8,3052,Ebola virus,Severity - case fatality rate (CFR),59,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,10,17,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Community based,Persons under investigation,NA,NA,17,Liberia,Monrovia,14,May,2014,7,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA,NA,Other,NA,NA,14 May 2014,7 Mar 2015,14 May 2014 - 7 Mar 2015,NA,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
55c68759aa6fc0cc7a29a07b3b979f01,7227f1c778247a5bad4fa7747e525383,3052,Ebola virus,Attack rate,0.25,0,Percentage (%),NA,NA,Other,NA,NA,0.15,0.4,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,NA,NA,17,Liberia,Monrovia,14,May,2014,7,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Attack rate,Unspecified,NA,NA,Other,NA,Primary,14 May 2014,7 Mar 2015,14 May 2014 - 7 Mar 2015,NA,95% CI,0.15 - 0.4,28.57142857142857,West Africa 2013-2016,Zaire
d06a81a2ca5446219c8a8f0b55793b43,5445f9e55911e8b70817c9f6d6619813,3058,Ebola virus,"Reproduction number (Effective, Re)",7,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Branching process,"Other, Region",FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Guinea,Conakry,NA,Mar,2014,NA,Aug,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Mar 2014,Aug 2014,Mar 2014 - Aug 2014,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
d06a81a2ca5446219c8a8f0b55793b43,77c625b7e12a42eb7cb3a19ec8ddc6d0,3058,Ebola virus,"Reproduction number (Effective, Re)",0.66,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Branching process,"Other, Region",TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Guinea,Conakry,NA,Mar,2014,NA,Aug,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Mar 2014,Aug 2014,Mar 2014 - Aug 2014,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
d06a81a2ca5446219c8a8f0b55793b43,088bef7367222425cac9ace916a5a069,3058,Ebola virus,Overdispersion,1.6,0,No units,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Branching process,"Other, Region",FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Guinea,Conakry,NA,Mar,2014,NA,Aug,2014,NA,FALSE,NA,NA,FALSE,FALSE,Overdispersion,Unspecified,NA,NA,Other,NA,NA,Mar 2014,Aug 2014,Mar 2014 - Aug 2014,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
d06a81a2ca5446219c8a8f0b55793b43,0272301a2150ff5abe7bcc38d9321021,3058,Ebola virus,Overdispersion,0.19,0,No units,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Branching process,"Other, Region",FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Guinea,Conakry,NA,Mar,2014,NA,Aug,2014,NA,FALSE,NA,NA,FALSE,FALSE,Overdispersion,Unspecified,NA,NA,Other,NA,NA,Mar 2014,Aug 2014,Mar 2014 - Aug 2014,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
d06a81a2ca5446219c8a8f0b55793b43,8c1ac8e442321a7830c68c615e7aae5a,3058,Ebola virus,"Reproduction number (Effective, Re)",5,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Branching process,"Other, Region",FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Liberia,NA,NA,Dec,2014,NA,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Dec 2014,Mar 2015,Dec 2014 - Mar 2015,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
d06a81a2ca5446219c8a8f0b55793b43,fe4fe36a032bf4c6707e13df5e3c640d,3058,Ebola virus,"Reproduction number (Effective, Re)",0.76,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Branching process,"Other, Region",FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Liberia,NA,NA,Dec,2014,NA,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Dec 2014,Mar 2015,Dec 2014 - Mar 2015,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
d06a81a2ca5446219c8a8f0b55793b43,d026a924e99931a07d983ba1aa23108b,3058,Ebola virus,Overdispersion,0.82,0,No units,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Branching process,"Other, Region",FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Liberia,NA,NA,Dec,2014,NA,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Overdispersion,Unspecified,NA,NA,Other,NA,NA,Dec 2014,Mar 2015,Dec 2014 - Mar 2015,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
8eca0e51c04c64e8b6dc8d384c1e5561,d7dc60dfdbd44d520eb00412231e466b,3060,Ebola virus,Reproduction number (Basic R0),NA,0,No units,0.5,8.4,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,Region,FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Sierra Leone,All districts,NA,Sep,2014,2,Feb,2015,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Sep 2014,2 Feb 2015,Sep 2014 - 2 Feb 2015,0.5 - 8.4,NA,NA,100,West Africa 2013-2016,Zaire
8eca0e51c04c64e8b6dc8d384c1e5561,85d6b6190747fe172237aed791de7f6e,3060,Ebola virus,Human delay - Symptom Onset/Fever to Death,8.6,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Sierra Leone,All districts,NA,Sep,2014,2,Feb,2015,NA,FALSE,Symptom Onset/Fever,Death,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Death,Symptom onset to death,Symptom onset,NA,NA,Sep 2014,2 Feb 2015,Sep 2014 - 2 Feb 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
8eca0e51c04c64e8b6dc8d384c1e5561,84aaac9e6c47023371a824ca0621dc6a,3060,Ebola virus,Human delay - Symptom Onset/Fever to Discharge from Care/Hospital,17.2,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,Sierra Leone,All districts,NA,Sep,2014,2,Feb,2015,NA,FALSE,Symptom Onset/Fever,Discharge from Care/Hospital,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Discharge from Care/Hospital,Symptom onset to discharge from care,Symptom onset,NA,NA,Sep 2014,2 Feb 2015,Sep 2014 - 2 Feb 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
6332dbd5fdce14e6041d7844988df283,9cb6f675262452072ea450f930489937,3080,Ebola virus,Reproduction number (Basic R0),1.3,0,No units,0.36,3.37,Mean,0.64,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Growth rate,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,"Guinea, Liberia, Sierra Leone",All districts,NA,NA,2013,NA,NA,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,2013,2014,2013 - 2014,0.36 - 3.37,Standard Deviation,0.64,100,West Africa 2013-2016,Zaire
3432281fd4985db0569fbcc68efd2e3d,922848e54d45a979ea1aa281bfb7c288,3081,Ebola virus,Severity - case fatality rate (CFR),53.8,0,Percentage (%),0,100,NA,NA,NA,NA,NA,NA,28,52,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Adjusted,NA,"Age, Other, Sex",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Other,Persons under investigation,NA,NA,52,DRC,Isiro Health Zone,2,Aug,2012,26,Nov,2012,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Bundibugyo virus (BDBV),NA,NA,Other,NA,NA,2 Aug 2012,26 Nov 2012,2 Aug 2012 - 26 Nov 2012,0 - 100,NA,NA,71.42857142857143,"DRC, 2012",Bundibugyo
3432281fd4985db0569fbcc68efd2e3d,b52f2239365ff5cdfc78ac3162cfff6c,3081,Ebola virus,Human delay - incubation period,11.3,0,Days,NA,NA,Mean,NA,NA,2,27,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Other,Persons under investigation,NA,NA,3,DRC,Isiro Health Zone,2,Aug,2012,26,Nov,2012,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Bundibugyo virus (BDBV),NA,Incubation period,Infection process,NA,NA,2 Aug 2012,26 Nov 2012,2 Aug 2012 - 26 Nov 2012,NA,Range,2 - 27,71.42857142857143,"DRC, 2012",Bundibugyo
3432281fd4985db0569fbcc68efd2e3d,32859b2d0da8378997a98a73cd39d9c7,3081,Ebola virus,Human delay - Exposure/Infection to Recovery/non-Infectiousness,18,0,Days,NA,NA,Median,NA,NA,8,26,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Other,Persons under investigation,NA,NA,NA,DRC,Isiro Health Zone,2,Aug,2012,26,Nov,2012,NA,FALSE,Exposure/Infection,Recovery/non-Infectiousness,FALSE,FALSE,Human delay,Bundibugyo virus (BDBV),Exposure/Infection to Recovery/non-Infectiousness,Exposure/infection to recovery/non-infectiousness,Exposure/infection,NA,NA,2 Aug 2012,26 Nov 2012,2 Aug 2012 - 26 Nov 2012,NA,Range,8 - 26,71.42857142857143,"DRC, 2012",Bundibugyo
3432281fd4985db0569fbcc68efd2e3d,8f5b4fc1a6fad213847aec4e5d0b8956,3081,Ebola virus,Human delay - Exposure/Infection to Death,15,0,Days,NA,NA,Median,NA,NA,4,28,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Other,Persons under investigation,NA,NA,NA,DRC,Isiro Health Zone,2,Aug,2012,26,Nov,2012,NA,FALSE,Exposure/Infection,Death,FALSE,FALSE,Human delay,Bundibugyo virus (BDBV),Exposure/Infection to Death,Exposure/infection to death,Exposure/infection,NA,NA,2 Aug 2012,26 Nov 2012,2 Aug 2012 - 26 Nov 2012,NA,Range,4 - 28,71.42857142857143,"DRC, 2012",Bundibugyo
ee2759c3c6baf0a015b69c3184df671c,908ecbdbd8b25805e61f17c1be87f8f2,3096,Ebola virus,Mutations - evolutionary rate,1.25,-3,Substitutions/site/year,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,318,"Guinea, Sierra Leone",NA,NA,NA,2014,NA,NA,2015,Partial genome,TRUE,NA,NA,FALSE,NA,Mutations,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,2014,2015,2014 - 2015,NA,NA,NA,100,West Africa 2013-2016,Zaire
657b14d830b131fc7c8f209fa1915aeb,3f078917dd65ff5cb68b58794ec79262,3123,Ebola virus,"Reproduction number (Effective, Re)",NA,0,No units,1.9,2.5,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Other,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,"Liberia, Sierra Leone",NA,14,Apr,2014,11,Oct,2014,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA,NA,Other,NA,NA,14 Apr 2014,11 Oct 2014,14 Apr 2014 - 11 Oct 2014,1.9 - 2.5,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
541594833964942500dd3d7ffdfeee50,0e1d5bf80bc03383c4b8b783581571ad,3138,Ebola virus,Severity - case fatality rate (CFR),74,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Persons under investigation,NA,NA,69,DRC,Équateur province,26,Jul,2014,7,Oct,2014,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Zaire Ebola virus (EBOV),NA,NA,Other,NA,NA,26 Jul 2014,7 Oct 2014,26 Jul 2014 - 7 Oct 2014,NA,NA,NA,28.57142857142857,"DRC, 2014",Zaire
